shop_id,name,website,myshopify_domain,categories,commission,cookie,payout_rate,payout_period,approval_rate,offer_score,recommend_score,avg_order_value,application_review,offer_status,program_id,mkp_listing_id,apply_url,hashtags,shop_plan
146913,Kfoods & Kskincare,https://kfoods.nl,f302e3-4.myshopify.com,"Beauty & Health, Grocery & Food",10% per order,30,No data yet,,100%,0.95,,0,auto,2,166791,29941,https://af.uppromote.com/f302e3-4/register,"[""""]",Free
32556,Khan Nutrition,https://khan-nutrition.co.uk,khan-nutrition.myshopify.com,"Beauty & Health, Sports & Entertainment",10% per order,30,0%,,57.14%,1.02,1.22,54.01,manual,2,35481,4848,https://af.uppromote.com/khan-nutrition/register,[],Free
202109,Khaplu,https://khaplupet.com,pvs7ps-6t.myshopify.com,Pet supplies,10% per order,30,No data yet,,50%,0.9,,,manual,2,231673,35151,https://af.uppromote.com/pvs7ps-6t/register,"[""#petsupplies"", ""#petaccessories"", ""#petsofinstagram""]",Free
47643,Khiao,https://khiao.eu,khiao.myshopify.com,"Beauty & Health, Grocery & Food",30% per order,30,100%,,5.88%,1.12,,70.52,manual,2,53103,9462,https://af.uppromote.com/khiao/register,[],Free
128957,Kibble Pet,https://www.drsniff.com,dr-sniff.myshopify.com,Pet supplies,15% per order,30,No data yet,,6.67%,1.12,1.25,0,manual,2,146064,28683,https://af.uppromote.com/dr-sniff/register,"[""""]",Free
112126,Kibra Athleisure Brand,https://kibraofficial.com,ba3c1c.myshopify.com,"Fashion, Beauty & Health, Sports & Entertainment",20% per order,30,32%,,99.39%,1.92,2.69,53.1,auto,2,127128,26261,https://af.uppromote.com/ba3c1c/register,"[""""]",growth_affiliate
286853,KickDopa,https://kickdopa.com,9gigp2-ik.myshopify.com,"Food, Beverages & Tobacco",15% per order,30,No data yet,We settle commissions on the first day of each month.,No data yet,,,39.7,manual,2,340876,40763,https://af.uppromote.com/9gigp2-ik/register,"[""#energypouches"", ""#caffeinepouches"", ""#nootropics"", ""#energyboost"", ""#focusboost"", ""#portableenergy"", ""#preworkoutenergy"", ""#gymenergy"", ""#sugarfree"", ""#kickdopa"", ""#coffeealternative"", ""#nicotinefree""]",growth_affiliate
130796,KickStrap,https://thekickstrap.com,kick-strap.myshopify.com,"Others, Toys & Hobbies",10% per order,30,87.5%,,97.22%,1.8599999999999999,2.16,59.7,manual,2,148040,29699,https://af.uppromote.com/kick-strap/register,"[""#kickstrap"", ""#slapstick"", ""#electrictuned"", ""#tunedpercussion"", ""#drummers"", ""#drums"", ""#drumming"", ""#musicians"", ""#recordingsoftware""]",Free
262255,Kicksbox,https://kicksboxx.com/products/stackable-shoe-storage-boxes-clear-organizer,ewbymf-pj.myshopify.com,"Sporting Goods, Apparel & Accessories, Home & Garden",5% per order,30,91.3%,1st of the following month,97.47%,2.12,3.05,267.5,manual,2,308065,38933,https://af.uppromote.com/kicksbox/register,"[""#kicksbox"", ""#clearshoestorage""]",growth_affiliate
241925,Kickstart,https://kickstart-9826.myshopify.com,0ebc1p-iu.myshopify.com,Others,10% per order,30,No data yet,payout timing,9.09%,1,,0,manual,2,282474,37189,https://af.uppromote.com/0ebc1p-iu/register,"[""""]",growth_affiliate
175555,KiddoLux,https://kiddolux.com,d9b616-4.myshopify.com,Mom & Kids,30% per order,30,0%,,90.48%,,,,auto,2,199946,33183,https://af.uppromote.com/d9b616-4/register,"[""#montessori"", ""#earlydevelopment"", ""#toddler"", ""#preschooler"", ""#kids"", ""#pregnancy"", ""#pregnant"", ""#learningtools""]",Free
67855,Kidstoylover,https://www.kidstoylover.com,kidstoylover.myshopify.com,"Mom & Kids, Toys & Hobbies, Gaming",15% per order,30,97.29%,monthly,48.16%,3.2,4.1,127.36,manual,2,77217,16077,https://af.uppromote.com/kidstoylover/register,"[""""]",Free
69906,Kidsyard Greenland,https://www.kidsyard-greenland.com,kidsyard-greenland.myshopify.com,Mom & Kids,10% per order,30,0%,,14.08%,1.88,1.92,47.2,manual,2,79597,16679,https://af.uppromote.com/kidsyard-greenland/register,[],Free
202428,Kidulite,https://kidulite.com,9f6bc2-4d.myshopify.com,"Mom & Kids, Toys & Hobbies",10% per order,30,No data yet,,55.56%,1,,,manual,2,232095,35173,https://af.uppromote.com/9f6bc2-4d/register,"[""""]",Free
36296,Kierra Sade,https://kierrasade.shop,thebosspreneur.myshopify.com,Others,15% per order,30,No data yet,,19.23%,0.77,,,manual,2,39744,5962,https://af.uppromote.com/KierraSade/register,[],Free
69581,KikisCustomz,https://kikiscustomz.com,kikiscustomz-com.myshopify.com,Fashion,15% per order,30,100%,,47.06%,,,,manual,2,79205,16569,https://af.uppromote.com/kikiscustomz/register,[],Free
121976,Kiko,https://www.kiko.fan,77e4e7.myshopify.com,"Fashion, Pet supplies",10% per order,30,No data yet,,99.13%,1.47,1.84,8.5,auto,2,138262,27495,https://af.uppromote.com/77e4e7/register,"[""#bandanasfordogs"", ""#americanbullyshirts"", ""#pitbullshirts"", ""#dogfashion"", ""#dogaccessories""]",Free
192014,Kill My Bill,https://www.killmybill.co.uk,1pz1fc-ph.myshopify.com,Books,50% per order,30,No data yet,,76.09%,1.3,1.46,11.17,auto,2,218468,34158,https://af.uppromote.com/1pz1fc-ph/register,"[""#money"", ""#entrepreneurship""]",Free
100563,KillTrition,https://killtrition.nl,killtrition.myshopify.com,"Sports & Entertainment, Grocery & Food",15% per order,30,No data yet,,18.18%,0.67,,,manual,2,114368,25081,https://af.uppromote.com/KillTrition/register,"[""""]",Free
251159,Kim Kimble,https://shopkimkimble.com,kim-kimble.myshopify.com,Health & Beauty,15% per order,30,No data yet,You will get paid every 15th of the month,17.65%,1.17,1.65,83.7,manual,2,293779,37931,https://af.uppromote.com/kim-kimble/register,"[""""]",growth_affiliate
100428,KimEcopak,https://www.kimecopak.ca,kimecopak.myshopify.com,"Grocery & Food, Others",5% per order,30,100%,,100%,1.67,2.32,239.42,auto,2,114225,23746,https://af.uppromote.com/kimecopak/register,"[""#kimecopak"", "" #kraftbox"", "" #saladbowl"", "" #icecreamcup"", "" #woodenspoon"", ""#minispoon"", ""#icecreamspoon"", ""#woodenspork"", ""#ecopackagingcananda"", ""#smallbusiness"", "" #restaurant"", "" #restaurantcanada"", ""#ontariorestaurant"", ""#winnipegrestaurant"", ""#foodtruck"", ""#bobateashop"", "" #icecreamshop"", ""#montrealrestaurant"", ""#buffetrestaurant"", "" #quebeccatering""]",Free
272567,Kimono Cat,https://kimonocatstore.com,wka0ct-tj.myshopify.com,Apparel & Accessories,10% per order,30,No data yet,Monthly payouts on the 10th of each month (with a 30-day holding period for order verification).,96%,,,120.6,manual,2,322452,39778,https://af.uppromote.com/kimonocat/register,"[""#kimono"", ""#haori"", ""#streetwear"", ""#clothingbrand"", ""#cosplay"", ""#anime"", ""#samuraipants""]",growth_affiliate
112114,Kin Essentials,https://kinessentialsshop.com,impeccablyit.myshopify.com,"Beauty & Health, Mom & Kids",30% per order,30,16.67%,,70.59%,0.97,1.26,26.5,manual,2,127115,26266,https://af.uppromote.com/kinessentials/register,"[""#kinessentials"", "" #naturalcurls"", ""#keepitnatural"", ""#kincurls"", "" #kingrooming"", ""#multiusehairoil"", "" #beardgrowthoil""]",Free
250341,KindEarth,https://kindearth-2.myshopify.com,q9zjvd-0d.myshopify.com,"Beauty & Health, Business & Professional services, Wellness & Lifestyle",20% per order,30,No data yet,1st of every month!,5.88%,,,6.4,manual,2,292751,37848,https://af.uppromote.com/q9zjvd-0d/register,"[""#health"", ""#holistic"", ""#natural"", ""#hippie"", ""#skincare"", ""#wellness""]",growth_affiliate
192710,Kinder Box,https://kinderboxbyjess.myshopify.com,3d77ef-c2.myshopify.com,"Toys & Hobbies, Mom & Kids",5% per order,30,0%,,32.14%,1.23,,,manual,2,219362,34231,https://af.uppromote.com/3d77ef-c2/register,"[""""]",Free
267726,King Jesus,https://kingjesusbrand.com,jtkyvx-2r.myshopify.com,Apparel & Accessories,15% per order,30,No data yet,1st of each month,25%,,,0,manual,2,316288,39388,https://af.uppromote.com/KingJesusBrand/register,"[""""]",growth_affiliate
120894,King Striker,https://glamour-skin.com,glamour-skin-com.myshopify.com,Beauty & Health,20% per order,30,No data yet,,18.18%,0.7,0.91,0,manual,2,137078,28714,https://af.uppromote.com/glamour-skin-com/register,"[""""]",Free
278202,King Write,https://kingwrite.com,kingwritemc.myshopify.com,"Electronics, Office Supplies",15% per order,90,0%,On the 15th of each month.,100%,,,47.1,manual,2,329488,40308,https://af.uppromote.com/kingwritemc/register,"[""#stylus"", ""#remarkable2"", ""#kindlescribe"", ""#supernote"", ""#boox"", ""#viwoods"", ""#sketch"", ""#tablet"", ""#digitalpen""]",growth_affiliate
110995,King of Kings,https://kingofkingsresell.com,55c051.myshopify.com,"Fashion, Home & Tools, Electronics",20% per order,30,No data yet,,17.39%,0.72,,0,manual,2,125945,26047,https://af.uppromote.com/55c051/register,"[""#kingofkingsresell""]",Free
61959,King's Jamaican,https://kings-jamaican.myshopify.com,kings-jamaican.myshopify.com,"Beauty & Health, Grocery & Food",10% per order,30,0%,,82.61%,1.2,1.74,0,auto,2,70045,14292,https://af.uppromote.com/kings-jamaican/register,"[""""]",Free
103426,KingCamp,https://www.kingcamp.com,kingcampnew.myshopify.com,"Sports & Entertainment, Garden & Outdoors, Home & Tools",15% per order,30,30.77%,,99.6%,2.24,2.6,211.3,auto,2,117480,28957,https://af.uppromote.com/kingcamp/register,"[""#outdoor"", ""#camping"", ""#hiking"", ""#tent"", ""#outdoorlife""]",Free
86640,KingCamp Outdoors,https://www.kingcampoutdoors.com,kingcampofficial.myshopify.com,"Garden & Outdoors, Sports & Entertainment, Automobiles & Motorcycles",10% per order,30,60%,,52.53%,2.31,3.33,252.3,manual,2,99104,28410,https://af.uppromote.com/kingcampofficial/register,"[""#KINGCAMOUTDOOR"", ""#CAMPINGTENT"", ""#FAMILYCAMPING"", ""#GLAMPINGCAMPING"", ""#CAMPINGCHAIR"", ""#CAMPINGTABLE"", ""#BELLTENT"", ""#CAMPING"", ""#OUTDOORGEAR""]",Free
156550,Kingdom Come Apparel Ltd,https://www.kingdomcomeapparelltd.com,9f5678-64.myshopify.com,Fashion,25% per order,60,0%,,100%,1.05,1.2,0,auto,2,178139,30978,https://af.uppromote.com/kingdomcomeapparel/register,"[""#christiantshirts"", ""#funnychristiantees"", ""#bestchristianclothing""]",Free
100232,Kingdom Lights Co,https://kingdomlightsco.com,55e246.myshopify.com,Fashion,10% per order,30,0%,,69.23%,0.87,,,manual,2,114010,27278,https://af.uppromote.com/kingdomlights/register,"[""""]",Free
169029,Kingdom Pets,https://bylumii.com,celeste-muse.myshopify.com,Beauty & Health,15% per order,30,No data yet,,30%,0.77,1,0,manual,2,192304,32420,https://af.uppromote.com/lumii/register,"[""""]",Free
85919,Kingsted,https://www.kingsted.com,kingsted.myshopify.com,Fashion,10% per order,30,No data yet,,16.67%,1.07,1.07,63,manual,2,98316,20768,https://af.uppromote.com/kingsted/register,[],Free
105923,Kingsway Jewelry ,https://kingswayjewelry.com,kingsway-jewelry-masterpieces.myshopify.com,Jewelry & Accessories,10% per order,30,100%,,100%,1.44,1.73,348.4,manual,2,120295,24953,https://af.uppromote.com/kingsway-jewelry-masterpieces/register,"[""""]",Free
148265,Kinoro,https://kinoro.com,e67e82.myshopify.com,Jewelry & Accessories,5% per order,1,0%,,61.9%,1.04,1.14,440.1,manual,2,168348,31483,https://af.uppromote.com/e67e82/register,"[""""]",Free
40102,KissLove Hair,https://www.kisslovehair.com,aligrace-hair.myshopify.com,"Fashion, Beauty & Health, Mom & Kids",5%-7% per order,30,66.67%,,71.33%,2.51,3.11,183.3,auto,2,44226,7090,https://af.uppromote.com/kisslovehair/register,[],growth_affiliate
64922,Kitchen Fusions,https://kitchenfusions.com,kitchenfusions.myshopify.com,Grocery & Food,20% per order,30,100%,,10.42%,1.3900000000000001,1.47,32.6,manual,2,73679,15219,https://af.uppromote.com/kitchenfusions/register,[],Free
131287,Kitchen Mama,https://shopkitchenmama.com,kitchen-mama-store.myshopify.com,"Home & Tools, Grocery & Food, Electronics",10% per order,30,81.67%,,9.65%,1.92,2.48,41.1,manual,2,148594,28318,https://af.uppromote.com/kitchen-mama-store/register,"[""""]",Professional
143666,Kitchen Switchen,https://www.kitchenswitchen.com,kitchenswitchendev.myshopify.com,"Home & Tools, Beauty & Health",20%,30,No data yet,,0%,1.5699999999999998,2.14,71.5,manual,2,162893,31526,https://af.uppromote.com/KitchenSwitchen/register,"[""""]",Free
77352,Kitchinventions,https://www.kitchinventions.com,kitchinventions.myshopify.com,"Home & Tools, Grocery & Food",10% per order,30,0%,,77.36%,1.22,1.22,38.9,manual,2,88641,18723,https://af.uppromote.com/kitchinventions/register,[],Free
222182,Kiteb,https://kiteb.myshopify.com,eruj0i-nc.myshopify.com,"Books, Beauty & Health, Others",30% per order,30,No data yet,1st week,0%,1.05,,0,manual,2,257462,36211,https://af.uppromote.com/eruj0i-nc/register,"[""#cook"", ""#cookbook"", ""#healthy"", ""#foods"", ""#health"", ""#kitchen"", ""#recipes""]",Enterprise
168320,Kitsune Knives,https://www.kitsuneknives.com,sakai-japanese-knives.myshopify.com,"Home & Tools, Grocery & Food",2%-5% per order,33,0%,,75%,1.47,1.71,120.79,manual,2,191419,32324,https://af.uppromote.com/kitsuneknives/register,"[""""]",Free
191090,Kitty Orbit™,https://kittyorbit.com,u80bnx-f1.myshopify.com,Pet supplies,29% per order,30,No data yet,,37.5%,,,,manual,2,217295,34090,https://af.uppromote.com/u80bnx-f1/register,"[""""]",Professional
57409,Kitty Up ,https://www.kittyupcats.com,stoutandcake.myshopify.com,"Grocery & Food, Pet supplies, Mom & Kids",20% per order,30,93.15%,,16%,1.49,1.79,49.4,manual,2,64496,12601,https://af.uppromote.com/kittyupcats/register,"[""""]",Free
190839,KittyGlamp,https://kittyglamp.store,vteari-j1.myshopify.com,Pet supplies,20% per order,30,No data yet,,100%,,,,auto,2,216999,34068,https://af.uppromote.com/kittyglamp/register,"[""""]",Free
117790,Kiyo Matcha,https://kiyomatcha.com,0bb933.myshopify.com,Grocery & Food,10% per order,30,76.35%,,98.18%,2.64,3.33,35.7,auto,2,133556,27090,https://af.uppromote.com/0bb933/register,"[""""]",Professional
238820,Klara Cosmetics,https://klaracosmetics.com,klara-cosmetics-shop.myshopify.com,Health & Beauty,10%-30% per order,30,2.17%,"“Payouts are processed monthly, on the 1st of each month, after a 30-day verification period.”",95.97%,3.22,5.44,81.11,auto,2,278615,37027,https://af.uppromote.com/klara-cosmetics-shop/register,"[""""]",Professional
196204,Klik Belts,https://www.klikbelts.com,klik-belts.myshopify.com,"Fashion, Others",10% per order,30,56.47%,,91.58%,2.31,3.07,89.3,manual,2,224001,34553,https://af.uppromote.com/klik-belts/register,"[""""]",Feature add-on
145440,KlinikBondage,https://www.klinikbondage.com,klinikbondage.myshopify.com,"Others, Toys & Hobbies",10% per order,45,30.77%,,78.9%,2.06,2.39,293.33,manual,2,164988,29792,https://af.uppromote.com/klinikbondage/register,"[""#bondage"", ""#bdsm"", ""#straitjacket"", ""#restraints"", ""#medicalrestraints"", ""#fesseln"", ""#sextoys"", ""#adutniche"", ""#bdsmtoys"", ""#fixierungen"", ""#zwangsjacke""]",Free
158815,Klipaz,https://klipaz.com,american-sanipros.myshopify.com,"Beauty & Health, Electronics",10% per order,30,100%,,84.62%,1.32,2.13,13.1,manual,2,180632,31244,https://affiliate.klipaz.com/Klipaz/register,"[""""]",Professional
59230,Knead Furniture,https://www.kneadfurniture.com,knead-furniture.myshopify.com,"Computers & Office, Electronics, Home & Tools",7.50% per order,30,35%,,73.02%,,,,manual,2,66735,13282,https://af.uppromote.com/knead/register?p=66735&key=eyJpdiI6IkF4bllnZFBQV0kxMmFMZnpLZHU1WEE9PSIsInZhbHVlIjoiQVd2ODN1d3BpcjBFRHlhTElBVnVuNk5rMzFkY2ZCbUZTRTljYmhwdkpKRHZpU2JpdWErQ0tpZTFtdDZuZjJUMFA1VjhTRExaaEZTM3RaZnRVWEJ6N1o5Q040WVluRmJmSEZ4TW1XQldhT2o0NmRlS0xSUmpHenFSaXhudGJIcVJENUJtR3lBZjB2aWdnTXovcnZXY0xRZHNVNFVkdkhna0x2dUZ6M0M4MDZ2Q2d1VDJFajNXZDdJUUZBTGtVeDFid1ZGY29mWGE1UzBBSnlSSEVIaGFJZz09IiwibWFjIjoiMTIwMzliNTgxZWM0ZWRjNTJlM2E2ZjJlNmFiODQwZGQ0MzhlNTQ5MWI1MTRlMjA3MjJjZjRlNzA0YWY0N2ZmZSIsInRhZyI6IiJ9,[],Free
30224,KnightScents,https://knightscents.com,knightscent.myshopify.com,"Fashion, Beauty & Health",10% per order,30,0%,,77.78%,0.85,1.02,0,auto,2,32875,4313,https://af.uppromote.com/knightscent/register,[],Free
289120,KnitPal,https://knitpal.com,knitpal.myshopify.com,"Home & Garden, Uncategorized",10% per order,60,No data yet,Every two weeks,No data yet,,,39.9,manual,2,343881,40764,https://af.uppromote.com/knitpal/register,"[""#knitting"", ""#crochet"", ""#yarn"", ""#fiberarts"", ""#knittingforbeginners"", ""#crochetforbeginners"", ""#crafting"", ""#yarnlover""]",growth_affiliate
76614,Knocked,https://takeknocked.com,knocked-7bb5.myshopify.com,"Beauty & Health, Sports & Entertainment, Grocery & Food",20% per order,30,0%,,16.22%,0.92,1.1,25.7,manual,2,87812,18532,https://af.uppromote.com/knocked-7bb5/register,[],Free
41823,Knotties Headbands,https://shopknotties.com,knotties-headbands.myshopify.com,Fashion,5% per order,30,90.68%,,10.33%,1.02,1.04,30.9,manual,2,46241,7665,https://af.uppromote.com/knotties-headbands/register,[],Free
211533,Knowman Labs,https://knowmanlabs.com,n8aev6-bx.myshopify.com,Beauty & Health,25% per order,30,0%,On the 15th of every month,86.36%,1.4,1.9,26.1,auto,2,243870,36038,https://af.uppromote.com/n8aev6-bx/register,"[""""]",Professional
153369,Koala Lab,https://thekoalalab.com/products/glow-hydration-collagen-treatment,2953d8.myshopify.com,Beauty & Health,15% per order,30,17.13%,,100%,2.26,3.25,26.7,auto,2,174396,30585,https://af.uppromote.com/koalalab/register,"[""""]",Free
95005,Koji White,https://www.kojiwhite.com,kojiwhite.myshopify.com,Beauty & Health,10% per order,30,51.85%,1st of each month,100%,,,37.2,auto,2,108381,39916,https://af.uppromote.com/kojiwhite/register,"[""#kojiwhite""]",Free
158717,Kojiki Apparel,https://kojiki.shop,kojiki-apparel.myshopify.com,"Fashion, Art",10% per order,90,No data yet,,37.5%,0.97,,,manual,2,180530,31705,https://af.uppromote.com/kojiki-apparel/register,"[""""]",Free
104078,Kokido - BWT,https://shop.kokido.com,kokidodirect.myshopify.com,"Home & Tools, Garden & Outdoors",10% per order,30,No data yet,,25.37%,1.5699999999999998,1.9,140.7,manual,2,118231,35821,https://af.uppromote.com/kokidodirect/register,"[""#poolcleaning"", ""#poolvaccum"", ""#roboticpoolcleaner""]",Professional
60029,Koko Nuggz,https://kokonuggz.com,kokonuggz.myshopify.com,Grocery & Food,10% per order,30,No data yet,,2.56%,0.75,0.75,0,manual,2,67673,13518,https://af.uppromote.com/kokonuggz/register,[],Free
159229,Kokoa Moon,https://kokoamoon.com,f990bb-8a.myshopify.com,Fashion,5% per order,30,No data yet,,53.85%,0.85,0.89,0,manual,2,181122,31288,https://af.uppromote.com/f990bb-8a/register,"[""""]",Free
103121,"Komal Herbals, Inc",https://komalherbals.com,komalherbals-com.myshopify.com,"Beauty & Health, Grocery & Food",20% per order,30,94.05%,,89.29%,2.26,3.21,101,manual,2,117136,24342,https://af.uppromote.com/komalherbals-com/register,"[""""]",Free
129437,KomfortKissen.de,https://komfortkissen.de,komfortkissen.myshopify.com,"Home & Tools, Mom & Kids, Beauty & Health",10% per order,15,45.63%,,33.43%,2.82,3.81,119.41,manual,2,146562,35544,https://af.uppromote.com/komfortkissen/register,"[""""]",growth_affiliate
